Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID
201409085628,8,otc alterations permit,09/08/2014,3979,001,444,,De Haro,St,,,infill of existing openings in slab located on ground floor. revision to pa#201405145691. n/a ordinance #155-13,complete,12/31/2014,09/08/2014,09/15/2014,12/31/2014,09/15/2014,,2.0,2.0,,,09/10/2015,10000.0,20000.0,office,0.0,office,0.0,2.0,,3.0,constr type 3,3.0,constr type 3,,10.0,Potrero Hill,94107.0,"(37.764169213087676, -122.40202096885237)",1354627168319
201701106846,8,otc alterations permit,01/10/2017,6521,025,50,,Lucky,St,,,install fire sprinkler system for entire building (remodel) per nfpa 13d. install 24 heads. ref pa 2014-1201-2691 and 2014-1201-2693,complete,01/30/2018,01/10/2017,01/11/2017,01/30/2018,01/11/2017,,3.0,3.0,,Y,01/06/2018,10000.0,12613.44,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94110.0,"(37.75129782270089, -122.41362854144151)",1449871507166
201306209996,8,otc alterations permit,06/20/2013,0810,001,300,,Franklin,St,,,"addition of 8 speaker/strobes and 2 relay modules for the ""zellerbach hall"" remodel on floor 1 and the mezzanine. all devices connect onto the fire alarm system. ref pa #2013.05.14.6837",issued,07/03/2013,06/20/2013,07/03/2013,,07/03/2013,,1.0,1.0,,Y,06/28/2014,5000.0,5000.0,public assmbly other,0.0,public assmbly other,0.0,2.0,,2.0,constr type 2,2.0,constr type 2,,5.0,Hayes Valley,94102.0,"(37.777657775751194, -122.42065246132664)",1308649425583
M546447,8,otc alterations permit,12/30/2014,1044,009,79,,Collins,St,,,street space,issued,12/30/2014,12/30/2014,12/30/2014,,12/30/2014,,,,,,,,1.0,,,,,,,,,,,,2.0,Presidio Heights,94118.0,"(37.78488615479322, -122.45045262532153)",136647388073
201404042534,8,otc alterations permit,04/04/2014,1680,034A,3623,,Cabrillo,St,,,replace (e) siding on 3rd floor & replace (e0 stucco on 1st & 2nd floor in kind.  at front & side & back.,complete,08/26/2014,04/04/2014,04/04/2014,08/26/2014,04/04/2014,,3.0,3.0,,,03/30/2015,3000.0,7000.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Outer Richmond,94121.0,"(37.77358273076219, -122.49763170279809)",1337723109955
201304104240,8,otc alterations permit,04/10/2013,0472,020,1490,,Francisco,St,0.0,,unit #4-obtain final inspection for work approved under pa# 2011-0729-1392. all work is complete.,issued,04/11/2013,04/10/2013,04/11/2013,,04/11/2013,,4.0,4.0,,,04/06/2014,1.0,1.0,apartments,12.0,apartments,12.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Marina,94123.0,"(37.80278316360068, -122.42960014560947)",1301330302463
201609157808,8,otc alterations permit,09/15/2016,3091,047,311,,Joost,Av,,,reroofing,complete,10/03/2016,09/15/2016,09/15/2016,10/03/2016,09/15/2016,,2.0,2.0,,,09/10/2017,7100.0,7100.0,apartments,4.0,apartments,4.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94131.0,"(37.73212034112182, -122.44255315586483)",1437521246369
201511051898,3,additions alterations or repairs,11/03/2015,1075,001,2559,,Sutter,St,,,"rad priority. exterior rehab: roof, windows, paint. interior rehab: hvac, electrical, plumbing, cabinets, fixtures & finishes.add five addresses.",issued,06/15/2016,11/05/2015,06/15/2016,,11/09/2016,Y,3.0,3.0,,,05/15/2022,4000000.0,4000000.0,apartments,18.0,apartments,18.0,3.0,,5.0,wood frame (5),5.0,wood frame (5),Y,5.0,Japantown,94115.0,"(37.784466319582585, -122.44226559523881)",1402898280782
201310179531,3,additions alterations or repairs,10/17/2013,7148,063,129,,Habitat,Tr,,,fire sprinkler building.,complete,04/01/2015,10/17/2013,05/13/2014,04/01/2015,05/13/2014,,3.0,3.0,,Y,05/08/2015,3600.0,5000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,11.0,Oceanview/Merced/Ingleside,94112.0,"(37.7108938479157, -122.46017768110067)",1321148493756
201611082243,8,otc alterations permit,11/08/2016,1204,002,559,,Divisadero,St,,,"to comply with 201635181. hood expansion, new handsink in food prep area, new fllor drain in cold storage area",issued,12/09/2016,11/08/2016,12/09/2016,,12/09/2016,,3.0,3.0,,,12/04/2017,15000.0,30000.0,food/beverage hndlng,2.0,food/beverage hndlng,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Hayes Valley,94117.0,"(37.77476121453415, -122.43803894837433)",1443689386941
201606200433,8,otc alterations permit,06/20/2016,0516,023,2181,,Greenwich,St,,,legalize (e) awning on north & west side of bldg. remove signage on awnings.,complete,02/08/2017,06/20/2016,01/27/2017,02/08/2017,01/27/2017,,2.0,2.0,,,01/22/2018,3000.0,5000.0,food/beverage hndlng,0.0,food/beverage hndlng,0.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Marina,94123.0,"(37.79883096020246, -122.4355762254483)",142738572696
201708114583,8,otc alterations permit,08/11/2017,0852,045,126,,Haight,St,0.0,,"both units -fire & smoke damage repair - replace sheetrock, repair & upgrade elect. systems.  repair / remodel kitchens & bathrooms, repair /replace plaster & decorative moldings. repair plumbing & heating systems.  no removal of walls, no structural work.",issued,08/11/2017,08/11/2017,08/11/2017,,08/11/2017,,2.0,2.0,,,08/11/2019,800000.0,800000.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Hayes Valley,94102.0,"(37.77312650560228, -122.42449215275181)",1474253426873
201712015258,8,otc alterations permit,12/01/2017,3515,001,1607,,Howard,St,,,"as built for pa#201710060630 installnew rf communicator to monitor the system add 3 smokes & 1 pull station on 1st flr, revised device point address to reflect the job site  maher na",complete,01/17/2018,12/01/2017,12/01/2017,01/17/2018,12/01/2017,,3.0,3.0,,Y,04/01/2018,2000.0,2000.0,apartments,12.0,apartments,12.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,6.0,Mission,94103.0,"(37.77139263410017, -122.41678968771879)",1488998268816
201506058269,8,otc alterations permit,06/05/2015,3577,079,36,,Dearborn,St,,,"1/f: kitchen remodel, no change to walls or windows, replace cabinets & counters, replace sink, stove fan, dishwasher, stove, new light. 2/f: master bathroom remodel, same location, replace tub/shower, sink, new light & fan, no changes to walls or windows.",complete,08/21/2015,06/05/2015,06/05/2015,08/21/2015,06/05/2015,,2.0,2.0,,,05/30/2016,20000.0,35000.0,apartments,4.0,apartments,4.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Mission,94110.0,"(37.762579560387046, -122.42324738059544)",1384194393978
201706300766,8,otc alterations permit,06/30/2017,0534,039,3047,,Fillmore,St,,,remove load bearing wall on 1st floor. provide 20% ada accessibility upgrades including replacing toilet. provide grab bars and contrast striping front stairs,issued,07/07/2017,06/30/2017,07/07/2017,,07/07/2017,,2.0,2.0,,,07/02/2018,20000.0,24000.0,office,0.0,office,0.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Marina,94123.0,"(37.79769328998587, -122.43590770910669)",146890673403
201304295715,8,otc alterations permit,04/29/2013,3584,063,152,,Hancock,St,,,"remedy code/complaint #201258964, to comply with aforementioned nov's",issued,04/29/2013,04/29/2013,04/29/2013,,04/29/2013,,2.0,2.0,,,04/24/2014,5000.0,5000.0,apartments,3.0,apartments,3.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Castro/Upper Market,94114.0,"(37.76053163680375, -122.43167162386138)",1303211160151
M755287,8,otc alterations permit,01/20/2017,0955,026,2747,,Green,St,,,street space permit,issued,01/20/2017,01/20/2017,01/20/2017,,01/20/2017,,,,,,,,1.0,,,,,,,,,,,,2.0,Pacific Heights,94123.0,"(37.79472287967837, -122.44433335098707)",145088585310
201504224322,8,otc alterations permit,04/22/2015,1217,034,1047,B,Oak,St,,,"rear bldg: to comply with physical inspection report cc-7691, exit discharge to be fire rated. rear bldg and exit discharge to be sprinklered per nfpa 13 under seperate permit.  they will be fire rating the exit discharge, soffit included.",complete,12/28/2015,04/22/2015,05/15/2015,12/28/2015,05/15/2015,,2.0,2.0,,,05/09/2016,4000.0,4000.0,apartments,4.0,apartments,4.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Haight Ashbury,94117.0,"(37.772968834478036, -122.43647689885925)",1378970267256
201705106146,4,sign - erect,05/10/2017,3723,115,720,,Howard,St,,,electric wall sign,filed,05/10/2017,05/10/2017,,,,,2.0,,,,,5000.0,,office,0.0,,,2.0,,1.0,constr type 1,,,,6.0,Financial District/South Beach,94103.0,"(37.7848484674317, -122.40204749985612)",1462491164762
M722627,8,otc alterations permit,09/15/2016,6533,014,1370,,Guerrero,St,,,street space,issued,09/15/2016,09/15/2016,09/15/2016,,09/15/2016,,,,,,,,1.0,,,,,,,,,,,,8.0,Mission,94110.0,"(37.74914593964766, -122.42296501931895)",1437661206523
201609016626,3,additions alterations or repairs,09/01/2016,3578,028,487,,Dolores,St,,,"to add new two units in basement floor, addition of dwelling units per ordinance no 30-15. soft story pa #201607051550",filed,09/01/2016,09/01/2016,,,,,3.0,3.0,,,,200000.0,,apartments,6.0,apartments,8.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Mission,94110.0,"(37.76167671318951, -122.42571547533237)",1435934247672
M753467,8,otc alterations permit,01/10/2017,4100,047,671,,Connecticut,St,,,street space permit,issued,01/10/2017,01/10/2017,01/10/2017,,01/10/2017,,,,,,,,1.0,,,,,,,,,,,,10.0,Potrero Hill,94107.0,"(37.757840308622775, -122.39673262746955)",1449883170634
201711033111,8,otc alterations permit,11/03/2017,3705,042,865,,Market,St,,,removal of tenant lighting from lanlord permit drawings ref pa 2017-0209-9055. na maher,issued,11/06/2017,11/03/2017,11/06/2017,,11/06/2017,,8.0,8.0,,,03/06/2018,1.0,1.0,retail sales,0.0,retail sales,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,South of Market,94103.0,"(37.78394695277329, -122.40715830610168)",1485992164435
201510200257,8,otc alterations permit,10/20/2015,3789,974,66,,Townsend,St,,,"fire alarm: add 1 horn, 2 horn/strobes in reception area onlyref pa 2015 0813 4138",filed,10/20/2015,10/20/2015,,,,,1.0,1.0,,Y,,1650.0,0.0,office,,office,,2.0,,3.0,constr type 3,3.0,constr type 3,,6.0,Financial District/South Beach,94107.0,"(37.78138866544586, -122.39035329189365)",1400042487568
201511303707,8,otc alterations permit,11/30/2015,1224,043,1765,,Oak,St,,,"kitchen remodel, replace 3 windows in rear of bldg, install laundry in kitchen.",complete,07/06/2016,11/30/2015,01/14/2016,07/06/2016,01/14/2016,,3.0,3.0,,,01/08/2017,15000.0,39000.0,apartments,3.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Haight Ashbury,94117.0,"(37.77145857481203, -122.44829120285476)",1404759453688
201601268003,3,additions alterations or repairs,01/26/2016,6639,036,365,,Day,St,,,new seismic upgrade foundation throughout. renovate kitchen & bath @ main level. expand upper level to add new master bedroom & bath plus additional bathroom. renovate garage to convert partial livable space. new communicating stair between all levels.,issued,05/03/2017,01/26/2016,05/03/2017,,08/11/2017,Y,3.0,3.0,,,04/17/2020,650000.0,488000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,8.0,Noe Valley,94131.0,"(37.74243967555979, -122.43010539797127)",1410350209840
201710191704,4,sign - erect,10/19/2017,0643,018,1600,,Van Ness,Av,,,"install two illuminated pan channel letter signs for ""mattres firm"". maher na",issued,10/20/2017,10/19/2017,10/20/2017,,10/20/2017,,3.0,,,,04/20/2018,6500.0,6500.0,retail sales,0.0,,,2.0,,5.0,wood frame (5),,,,3.0,Nob Hill,94109.0,"(37.79072653216175, -122.42200684846256)",148398077482
201611092303,8,otc alterations permit,11/09/2016,0055,017,260,,Chestnut,St,0.0,,"rockslide mitigation will be constructed with shotcrete and tiebacks to protect (e) residence, existing spa and associated landscape.",issued,07/14/2017,11/09/2016,07/14/2017,,07/14/2017,,3.0,3.0,,,06/28/2020,147500.0,147500.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,North Beach,94133.0,"(37.80473445918024, -122.40757847965257)",1443781292529
201311273034,8,otc alterations permit,11/27/2013,2706,009,20,,Mountain Spring,Av,,,revision to app#201307192341. window haeder strengthening at 2/f,complete,12/05/2014,11/27/2013,11/27/2013,12/05/2014,11/27/2013,,3.0,3.0,,,11/22/2014,1.0,400.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,Twin Peaks,94114.0,"(37.75833864932691, -122.44880302909299)",1325637142411
M876407,8,otc alterations permit,01/12/2018,2698,031,215,,Eureka,St,,,street space,issued,01/12/2018,01/12/2018,01/12/2018,,01/12/2018,,,,,,,,1.0,,,,,,,,,,,,8.0,Castro/Upper Market,94114.0,"(37.758752826487786, -122.43782480927668)",1493506142125
201709077245,8,otc alterations permit,09/07/2017,0841,064,529,,Oak,St,,,bathroom remodel at 1st floor.,complete,01/18/2018,09/07/2017,09/14/2017,01/18/2018,09/14/2017,,2.0,2.0,,,09/14/2018,30000.0,30000.0,2 family dwelling,2.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Hayes Valley,94102.0,"(37.77411680546958, -122.42803500087899)",1477919495842
M686187,8,otc alterations permit,04/29/2016,0061,013,50,,Whiting,St,,,street space permit,issued,04/29/2016,04/29/2016,04/29/2016,,04/29/2016,,,,,,,,1.0,,,,,,,,,,,,3.0,North Beach,94133.0,"(37.80389212201969, -122.40804427557475)",1421526347712
M796827,8,otc alterations permit,06/14/2017,3953,002,88,,Arkansas,St,,,street space,issued,06/14/2017,06/14/2017,06/14/2017,,06/14/2017,,,,,,,,1.0,,,,,,,,,,,,10.0,Mission Bay,94107.0,"(37.76535613111302, -122.39904772496863)",1466902388460
201604134642,8,otc alterations permit,04/13/2016,0287,023,425,,Bush,St,,,reroofing.,complete,11/30/2016,04/13/2016,04/13/2016,11/30/2016,04/13/2016,,5.0,5.0,,,03/29/2019,143010.0,143010.0,office,,office,,0.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94108.0,"(37.79041377018836, -122.40448280326204)",141948267019
201411101115,4,sign - erect,11/10/2014,3554,091,411,,Valencia,St,,,to erect a double faced projecting blade sign,complete,01/15/2015,11/10/2014,12/02/2014,01/15/2015,12/02/2014,,5.0,,,,11/27/2015,2500.0,2500.0,food/beverage hndlng,0.0,,,2.0,,3.0,constr type 3,,,,9.0,Mission,94103.0,"(37.766279315574295, -122.42170159841355)",1361866496104
201602290752,3,additions alterations or repairs,02/29/2016,4228,015,1240,,Minnesota,St,,,"t.i.  of extg warehouse space to create 12' tall partitions to divide space into individual artist studios on 1/f & also work in mezzanine. mep, life safty under seperate permit. n/a for maher",issued,06/06/2016,02/29/2016,06/06/2016,,06/06/2016,,1.0,1.0,,,05/22/2019,317000.0,1050026.0,manufacturing,0.0,workshop commercial,0.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Potrero Hill,94107.0,"(37.75461494976855, -122.39038831676228)",1414245382562
201502128196,8,otc alterations permit,02/12/2015,4144,031,2333,,Bryant,St,0.0,,"insatall a fire service underground (2""). t.i. #2014.0717.1454 & #2014.1205.3114.",complete,10/15/2015,02/12/2015,02/12/2015,10/15/2015,02/12/2015,,3.0,3.0,,Y,02/07/2016,6000.0,6000.0,apartments,3.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94110.0,"(37.75705665796216, -122.40921775483476)",1370920402545
201503100403,8,otc alterations permit,03/10/2015,4792,018,1295,,Shafter,Av,,,revision to application #201312234936. in lieu of installing a  60 gal tank with 120 gal tank for the stand by generator at firestation 17.maher - not req'd,complete,01/05/2016,03/10/2015,08/05/2015,01/05/2016,08/05/2015,,1.0,1.0,,,07/30/2016,30000.0,20000.0,sfpd or sffd station,0.0,sfpd or sffd station,0.0,2.0,,2.0,constr type 2,2.0,constr type 2,,10.0,Bayview Hunters Point,94124.0,"(37.72752662193879, -122.38506673423853)",1373773377189
201704113681,8,otc alterations permit,04/11/2017,1026,030,2051,,Scott,St,,,"soft story retrofit per sfebc 4d, iebc ch a4",complete,08/04/2017,04/11/2017,04/14/2017,08/04/2017,04/14/2017,,4.0,4.0,,,04/09/2018,100000.0,100000.0,apartments,14.0,apartments,14.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Pacific Heights,94115.0,"(37.78889576926497, -122.43916816040893)",1459171238871
M612107,8,otc alterations permit,08/07/2015,0125,013,1810,,Hyde,St,0.0,,street space,issued,08/07/2015,08/07/2015,08/07/2015,,08/07/2015,,,,,,,,1.0,,,,,,,,,,,,3.0,Russian Hill,94109.0,"(37.79760957654556, -122.41849787052561)",1391251294675
201610200763,8,otc alterations permit,10/20/2016,6591,013,438,,Duncan,St,,,"replace eight (e) windows on front of house with (n) lowe3 wood frame windows with ogee lug. same location, max u factor 0.32.",complete,11/23/2016,10/20/2016,10/20/2016,11/23/2016,10/20/2016,,2.0,2.0,,,10/15/2017,22500.0,22500.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Noe Valley,94131.0,"(37.74615377499272, -122.43006014692305)",1441603208392
201508174433,8,otc alterations permit,08/17/2015,6005,023,201,,Athens,St,,,reroofing,complete,08/25/2015,08/17/2015,08/17/2015,08/25/2015,08/17/2015,,1.0,1.0,,,08/11/2016,10900.0,10900.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,11.0,Excelsior,94112.0,"(37.724496141266776, -122.42607684469772)",1392293193661
201710100746,8,otc alterations permit,10/10/2017,0558,018A,2380,,Vallejo,St,0.0,,to obtain final inspection for work approved under pa#201608044268 & 201608255959. all work is complete.,complete,11/07/2017,10/10/2017,10/10/2017,11/07/2017,10/10/2017,,3.0,3.0,,,02/10/2018,1.0,1.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Marina,94123.0,"(37.79533024732702, -122.43653983727117)",1482671303738
201304305813,8,otc alterations permit,04/30/2013,2383,021,4134,,Ulloa,St,,,"remove two existing aluminum windows in the front. replace with two fiberglass woodclad sliders, same location, same shape & sizes, no structural work. replace in-kind. u-factor for windows not to exceed 0.40.",complete,07/05/2013,04/30/2013,04/30/2013,07/05/2013,04/30/2013,,2.0,2.0,,,04/25/2014,4500.0,4500.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94116.0,"(37.74031734191219, -122.50084040402152)",1303337133642
201704103556,8,otc alterations permit,04/10/2017,0241,025,650,,California,St,0.0,,"20th and 21st floors - commercial ti on 2 coneected floor includes partitions, door and frames, ceiling, lighting finishes, casework, electrical and mechanical",complete,10/25/2017,04/10/2017,04/17/2017,10/25/2017,04/17/2017,,33.0,33.0,,,04/01/2020,1458943.0,1458943.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Chinatown,94108.0,"(37.79302761151508, -122.4052049994071)",1458989296980
201604265701,8,otc alterations permit,04/26/2016,0252,023,1132,,Pine,St,,,remodel bathroom. bring electric and plumbing up to code. no structural work.,complete,09/07/2016,04/26/2016,04/26/2016,09/07/2016,04/26/2016,,3.0,3.0,,,04/21/2017,12000.0,13000.0,apartments,3.0,apartments,3.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,Nob Hill,94109.0,"(37.79067036272815, -122.41452854920345)",1420929283635
201505045254,8,otc alterations permit,05/04/2015,1932,030,1648,,12th,Av,,,"excavation of approx. 38 l.f. trench (12""x20""). installation of approx 38 l.f. of gas line for future fire  pit and outdoor kitchen.  work performed in backyard.",issued,05/04/2015,05/04/2015,05/04/2015,,05/04/2015,,2.0,2.0,,,04/28/2016,2850.0,2850.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,Inner Sunset,94122.0,"(37.75739850711146, -122.46873966416553)",1380279121027
